,H_name,A_name,H_GoalsScored,A_GoalsScored,H_GoalsConceded,A_GoalsConceded,H_Points,A_Points,H_Results1,H_Results2,H_Results3,A_Results1,A_Results2,A_Results3,H_Shots1,H_Shots2,A_Shots1,A_Shots2,H_ShotsTarget1,H_ShotsTarget2,A_ShotsTarget1,A_ShotsTarget2,H_Red1,A_Red1,H_Corners1,H_Corners2,A_Corners1,A_Corners2,H_LastPosition,A_LastPosition,MatchDay,Result
3348,Bolton,Man United,36,70,54,24,32,66,W,L,W,W,W,W,8,7,33,15,6,2,19,6,0,0,3,7,11,4,13,1,31,A
1249,Aston Villa,Portsmouth,13,15,12,12,14,15,W,L,D,W,D,W,11,5,11,3,5,2,7,1,0,0,8,3,3,0,5,14,11,H
5755,Stoke,West Brom,3,6,14,5,1,7,L,L,L,W,L,D,11,15,8,12,4,2,6,2,0,0,5,10,2,5,9,14,6,D
6485,Wolves,Man City,2,8,4,1,1,6,L,D,M,W,W,M,11,11,32,17,3,4,14,8,0,0,9,3,10,9,19,1,3,D
4635,Stoke,West Brom,4,7,7,6,7,9,L,L,L,D,W,W,16,8,12,12,3,1,4,4,0,0,5,7,6,8,13,8,8,D
1604,Man City,West Ham,9,12,6,7,14,12,W,L,L,L,D,D,14,8,6,6,5,4,3,3,0,0,4,6,3,3,8,19,9,H
493,Blackburn,Aston Villa,18,7,13,11,18,11,W,W,L,D,L,D,3,21,9,18,2,11,3,11,1,0,3,7,5,7,10,8,12,D
2484,Reading,Portsmouth,29,29,42,20,22,31,L,D,W,L,D,L,11,13,18,9,8,10,9,6,0,0,6,6,4,4,8,9,21,A
3726,Fulham,Blackpool,33,45,33,60,35,33,L,W,D,D,L,L,12,15,8,14,6,11,6,5,0,0,5,9,3,3,12,19,31,H
42,Aston Villa,Sunderland,4,3,2,3,6,7,D,W,D,W,D,L,8,10,11,6,3,7,4,3,0,0,10,0,4,4,8,7,5,D
1440,Birmingham,Tottenham,33,37,37,34,35,42,W,L,L,W,L,L,10,7,12,7,4,0,9,4,0,0,2,3,6,2,10,13,31,D
2197,Charlton,Newcastle,26,34,49,37,24,37,D,W,L,D,L,W,13,12,11,5,5,5,8,2,0,0,1,7,8,6,13,7,30,H
2565,Aston Villa,Middlesbrough,51,25,36,42,48,29,D,W,W,L,L,W,5,19,10,6,4,11,5,3,0,0,7,7,7,2,11,12,29,D
5056,Stoke,Burnley,12,6,13,19,15,7,W,D,L,W,L,L,11,21,14,6,4,6,3,2,0,0,5,9,7,1,9,19,12,A
4773,Man City,Cardiff,59,15,23,34,47,18,W,W,W,L,L,D,14,14,19,8,6,4,7,2,0,0,6,6,8,2,2,19,22,H
5066,West Brom,Arsenal,13,20,17,15,13,17,L,L,W,L,L,W,5,10,23,12,1,2,9,4,1,0,0,7,11,10,17,4,13,A
5700,Burnley,Swansea,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,1,A
3599,Arsenal,Chelsea,34,31,19,12,32,31,L,W,W,D,D,D,11,15,13,12,6,9,7,5,0,0,4,3,7,7,3,1,18,H
4244,Wigan,Everton,5,12,11,6,4,13,L,L,L,W,W,D,8,18,17,30,3,9,9,19,1,0,1,8,10,3,15,7,7,D
2635,West Ham,Newcastle,37,42,42,58,47,42,W,L,L,W,D,W,12,11,8,14,8,7,4,5,0,0,5,5,4,11,15,13,36,D
422,Fulham,Tottenham,9,6,6,3,7,10,W,L,D,W,W,W,13,6,18,7,8,1,8,1,0,0,9,7,12,9,13,9,5,H
1418,Crystal Palace,Man United,30,45,45,16,22,59,L,L,D,W,W,W,6,17,10,17,3,7,3,11,0,0,1,6,6,5,19,3,28,D
2452,Fulham,Wigan,18,17,28,33,13,12,L,L,L,W,L,D,10,6,9,11,5,4,7,7,0,0,7,7,6,11,16,18,18,D
3204,Chelsea,Portsmouth,40,14,13,24,37,11,D,L,W,D,W,L,25,10,9,9,13,6,6,4,0,1,7,6,6,5,3,15,17,H
5578,Aston Villa,Liverpool,20,32,40,36,16,35,W,L,D,D,L,W,10,6,16,14,3,2,5,2,0,0,2,5,7,12,16,6,26,A
1452,Man City,Liverpool,37,44,36,31,37,50,D,L,L,W,W,D,16,11,10,15,8,7,7,8,0,0,7,4,4,5,16,4,32,H
3628,Newcastle,West Ham,29,20,31,33,25,17,W,L,L,D,W,D,13,12,11,10,5,8,2,7,0,0,3,7,4,4,19,17,21,H
2850,Bolton,Wigan,22,24,27,21,23,28,L,W,L,W,W,W,4,19,10,11,2,10,7,5,0,0,3,6,7,7,16,14,20,A
6508,Wolves,Burnley,4,3,5,9,5,1,W,D,L,L,L,L,15,11,9,12,6,2,2,2,0,0,4,5,2,4,19,7,5,H
2206,West Ham,Middlesbrough,23,32,51,36,23,36,W,L,L,L,D,W,10,12,11,7,7,6,5,4,0,0,9,6,10,2,9,14,31,H
6082,Chelsea,Burnley,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,A
2441,Fulham,Newcastle,18,23,27,26,13,22,L,L,D,W,D,L,6,12,17,12,4,3,9,8,0,0,7,3,6,6,16,13,17,A
2985,Tottenham,Newcastle,38,37,36,52,41,30,W,L,W,D,L,L,14,9,8,6,9,3,2,4,0,0,10,7,4,4,11,12,33,H
6567,Chelsea,Crystal Palace,24,7,7,13,24,8,W,D,W,D,L,L,24,21,16,7,8,6,3,3,0,0,4,5,6,5,5,10,11,H
130,Leeds,Aston Villa,16,18,8,12,24,23,D,L,W,D,D,L,16,12,15,8,9,6,8,5,1,0,7,3,6,5,4,8,14,D
3577,West Brom,Newcastle,20,23,26,22,19,19,W,L,L,D,L,D,7,15,5,6,3,8,3,1,1,0,2,8,6,3,19,19,16,H
4931,Fulham,Crystal Palace,38,31,83,46,31,44,L,D,L,D,L,W,10,10,10,3,2,3,6,2,0,0,5,7,7,4,12,19,38,D
2480,Aston Villa,Tottenham,35,41,26,36,33,24,W,D,D,W,W,L,5,9,14,12,4,4,12,8,0,0,5,7,3,3,11,5,21,H
2634,Tottenham,Bolton,64,32,58,52,42,32,D,D,D,W,W,L,15,12,12,12,12,9,9,9,0,0,6,2,4,12,5,7,36,D
482,Liverpool,Tottenham,20,16,8,14,24,19,W,W,W,W,W,L,13,12,6,9,6,8,3,6,0,0,9,3,7,3,2,9,11,H
975,Aston Villa,Arsenal,21,40,25,14,27,49,L,W,W,W,D,W,8,18,20,9,2,13,13,5,0,0,6,9,7,4,16,2,22,A
3398,Birmingham,Burnley,35,37,43,74,47,27,D,L,D,L,W,L,10,5,9,9,7,3,4,7,0,0,8,4,3,1,19,19,36,H
3467,Chelsea,Blackpool,17,8,1,8,12,7,W,W,W,W,D,L,17,15,7,14,9,6,4,5,0,0,5,6,2,4,1,19,5,H
3420,Aston Villa,West Ham,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,1,H
2409,Bolton,Man United,11,21,18,6,7,27,D,D,L,D,W,W,11,13,10,18,6,6,4,14,0,0,3,7,4,2,7,1,13,H
2362,Fulham,Portsmouth,12,15,14,12,7,12,D,D,D,W,W,D,6,13,25,13,1,8,17,7,0,0,4,6,8,4,16,9,9,A
1352,Norwich,Liverpool,18,34,37,21,16,34,D,L,L,L,W,W,6,10,14,19,5,2,7,11,1,0,5,4,3,7,19,4,22,A
354,Blackburn,Newcastle,47,68,46,46,40,67,D,W,D,W,W,D,12,9,12,15,5,5,8,9,0,0,6,9,8,2,19,11,36,D
638,Birmingham,Chelsea,22,44,36,25,26,44,L,D,L,W,L,W,11,15,13,10,6,7,7,5,0,0,4,11,7,6,19,6,26,A
675,Leeds,Middlesbrough,35,35,39,32,34,38,L,L,W,W,D,W,7,12,10,6,6,5,4,2,0,0,3,1,5,4,5,11,30,A
5824,Liverpool,Sunderland,30,12,14,21,27,8,D,W,W,W,W,L,15,28,11,9,2,17,4,4,0,1,8,6,2,2,8,17,13,H
6406,Huddersfield,Watford,25,41,53,57,31,37,L,L,D,D,L,L,4,6,16,4,0,2,5,1,0,0,3,4,7,1,19,17,33,H
5009,West Ham,QPR,10,4,10,13,7,4,L,W,D,L,D,L,13,13,10,21,4,7,2,5,0,0,10,7,3,10,13,19,7,H
4793,Hull,Tottenham,22,30,29,31,23,43,L,L,L,L,W,W,13,10,4,11,4,0,2,5,1,1,3,8,3,2,19,5,24,D
4311,Chelsea,Fulham,24,25,13,23,25,16,D,L,D,L,L,D,5,19,8,18,1,12,5,13,0,0,6,12,2,4,6,8,14,D
4225,Liverpool,Man United,3,10,8,5,2,9,D,L,D,W,W,W,20,17,17,18,9,8,10,9,0,0,7,10,5,7,9,2,5,A
3685,West Brom,Wolves,34,26,51,45,27,24,D,L,D,L,W,L,15,17,2,6,11,9,0,5,0,0,4,8,6,4,19,15,27,D
6167,Swansea,Leicester,5,10,8,13,8,6,W,L,L,D,D,L,7,6,11,8,3,1,3,1,0,0,5,1,4,5,15,12,9,A
4481,Swansea,Tottenham,40,51,38,37,40,54,L,L,W,L,L,W,9,9,12,15,2,4,6,9,0,0,3,3,5,4,11,4,31,A
5616,Swansea,Aston Villa,28,22,37,55,33,16,W,W,L,L,L,L,10,11,2,14,3,2,1,5,0,0,5,3,1,9,8,16,30,H
3035,Liverpool,Tottenham,74,44,26,42,83,51,W,W,W,W,D,W,16,16,11,4,10,9,4,2,0,0,5,4,4,5,4,11,38,H
4669,Tottenham,Newcastle,9,14,5,16,20,14,D,W,W,W,L,D,16,15,15,16,6,6,8,4,0,0,4,6,3,3,5,16,11,A
5944,Stoke,Crystal Palace,29,32,36,45,29,19,L,D,D,L,W,L,12,14,21,11,2,7,9,4,0,0,6,5,6,3,9,15,25,H
1181,Fulham,Arsenal,6,16,7,5,4,12,L,L,W,W,W,W,18,6,18,15,10,2,15,9,0,0,8,1,10,6,9,1,5,A
5041,Liverpool,Chelsea,13,26,13,10,14,26,L,D,W,W,D,W,6,17,18,9,3,4,8,4,0,0,2,14,13,7,2,3,11,A
4835,Tottenham,Cardiff,36,19,33,48,50,22,L,W,W,L,D,L,9,15,23,12,2,8,5,3,0,0,3,6,9,7,5,19,28,H
2800,Middlesbrough,Newcastle,15,17,21,22,18,14,L,D,W,D,D,L,18,11,2,17,5,3,0,9,0,0,8,1,1,4,13,12,15,D
27,Derby,West Ham,3,1,4,2,3,1,L,W,M,D,L,M,2,7,11,3,2,3,3,3,1,0,2,4,5,3,16,17,3,D
5987,Liverpool,Everton,60,47,35,30,55,47,W,W,L,W,L,W,10,18,16,8,3,7,5,4,0,0,11,9,4,2,8,11,29,H
5530,Aston Villa,Leicester,17,38,37,25,11,43,W,L,L,W,D,D,13,8,10,16,3,3,2,2,0,0,9,3,8,7,16,14,22,D
5087,Aston Villa,Leicester,8,14,18,24,16,10,W,D,D,L,L,D,5,18,20,19,3,7,4,5,0,1,2,5,7,5,14,19,15,H
2583,Everton,West Ham,47,33,25,36,56,43,L,W,W,W,L,L,7,7,12,8,4,6,6,4,0,0,3,4,8,4,6,15,31,D
2577,Birmingham,Newcastle,33,30,45,56,26,28,L,W,D,L,L,L,7,13,6,17,5,10,4,9,0,0,3,5,8,14,19,13,30,D
4423,Newcastle,Chelsea,30,49,42,24,24,46,W,L,D,D,W,D,10,15,14,13,7,10,5,8,0,0,4,6,6,3,5,6,25,H
5696,Swansea,Man City,41,70,51,40,46,65,W,W,L,D,L,W,13,18,14,6,6,9,3,5,0,0,3,4,7,2,8,2,38,D
6719,Tottenham,Leicester,51,30,24,31,57,32,W,W,W,L,D,L,21,17,17,5,4,3,6,2,0,0,6,9,7,1,3,9,26,H
2022,Man City,Fulham,7,13,14,16,13,17,D,L,W,D,W,L,15,15,7,5,8,9,4,3,0,0,6,12,5,4,15,12,13,H
4789,Tottenham,Man City,29,63,26,25,43,50,W,W,W,W,W,W,11,10,24,14,5,4,9,6,0,0,2,5,10,6,5,2,23,A
5173,Man City,Hull,46,20,23,33,48,19,D,L,D,L,L,L,10,12,13,9,5,4,8,3,0,0,4,16,3,7,1,16,24,D
4373,Reading,West Ham,21,22,37,23,10,23,D,L,L,L,L,D,3,6,11,6,2,1,3,5,0,0,6,3,2,3,19,19,20,H
2342,Aston Villa,Everton,7,8,4,6,10,10,W,L,W,L,W,D,8,11,8,15,3,2,2,11,0,0,6,6,3,6,11,6,7,H
871,Aston Villa,Middlesbrough,9,9,13,15,11,11,D,D,D,W,D,L,11,16,14,16,6,6,11,10,1,0,3,9,7,5,16,12,12,A
2649,Newcastle,Chelsea,44,62,60,25,43,81,D,W,D,W,W,D,4,8,13,5,3,4,8,3,0,0,1,4,8,6,13,2,37,A
4494,Tottenham,Everton,53,49,38,37,57,52,W,L,L,D,W,W,9,12,9,15,7,6,5,9,0,0,2,5,6,4,4,7,32,D
1819,Chelsea,Man City,58,39,18,34,75,40,W,W,W,L,W,L,13,7,9,15,10,5,4,7,0,0,4,4,1,6,1,8,30,H
4231,Fulham,Man City,12,10,7,7,9,9,W,W,L,D,D,W,12,23,14,15,9,14,10,11,0,0,7,5,9,5,8,1,6,A
3180,Aston Villa,Hull,22,16,14,30,23,15,D,D,W,W,D,W,12,10,8,12,4,6,7,8,0,0,7,8,3,5,6,17,15,H
3764,Wigan,Everton,34,47,57,42,34,47,L,W,L,L,W,W,11,9,5,17,7,5,3,7,0,0,3,3,1,10,16,8,35,D
4213,Norwich,West Ham,2,4,7,3,2,6,D,D,L,W,L,W,10,13,17,7,4,4,12,6,0,0,2,6,6,4,10,19,4,D
150,Man United,West Ham,31,17,27,28,21,16,L,L,L,D,L,L,17,12,14,10,6,5,8,5,0,0,12,7,5,3,1,17,16,A
63,Everton,West Ham,7,4,10,9,7,5,L,L,L,L,W,L,14,11,15,17,7,5,5,9,0,0,4,4,4,10,15,17,7,H
1756,Everton,Man City,16,30,31,27,29,31,W,W,W,L,W,L,9,9,9,12,3,3,2,7,0,0,5,8,5,3,4,8,24,H
1913,Blackburn,Everton,0,2,3,1,0,3,L,M,M,W,M,M,9,0,6,0,7,0,2,0,2,0,2,0,0,0,6,11,2,D
2088,Wigan,Chelsea,20,30,23,11,22,42,L,L,D,W,W,D,14,15,18,15,6,7,9,8,0,0,6,4,6,7,10,1,19,A
5476,Aston Villa,Arsenal,13,27,28,13,6,30,D,L,L,W,D,L,9,12,16,12,2,6,7,3,0,0,4,10,3,6,16,3,16,A
2368,Aston Villa,Man United,12,7,8,2,14,17,W,D,W,W,W,W,5,7,11,17,5,7,4,9,0,0,7,3,4,10,11,1,9,A
4777,Chelsea,Man United,40,35,19,24,46,37,W,W,W,W,L,W,14,11,16,16,5,5,5,6,0,0,7,8,3,13,3,1,22,H
2471,Everton,Arsenal,34,36,18,15,33,44,W,L,W,D,W,W,18,4,12,9,10,2,6,5,0,0,7,2,7,5,6,4,20,A
6198,Watford,West Ham,17,11,21,23,15,9,L,L,L,L,D,L,11,13,6,6,3,0,1,2,0,0,5,8,2,2,17,11,12,H
3058,Hull,Bolton,1,0,2,1,0,0,L,M,M,L,M,M,7,0,11,0,3,0,3,0,0,0,4,0,4,0,17,13,2,H
3733,Tottenham,Stoke,44,37,36,39,53,38,W,D,D,D,W,L,9,10,13,8,8,6,6,6,0,0,10,2,5,3,4,11,32,H
3837,Norwich,West Brom,3,2,5,5,2,0,L,D,D,L,L,L,9,9,16,6,6,7,7,4,1,0,6,3,5,4,19,11,4,A
299,Leeds,Blackburn,39,38,29,38,48,32,W,D,D,W,W,D,11,7,11,21,7,3,7,9,0,0,7,4,9,5,4,19,30,H
3296,Portsmouth,Stoke,20,24,42,28,16,31,D,L,L,D,D,W,12,7,8,10,6,5,5,6,1,1,8,1,3,5,15,11,26,A
1787,Aston Villa,Portsmouth,32,18,35,45,30,18,L,W,D,L,L,D,13,10,15,3,7,5,6,1,0,0,11,5,16,1,10,16,27,H
5454,Man City,Southampton,27,19,13,14,26,20,L,D,W,L,W,W,11,13,16,11,3,3,1,4,0,0,11,8,7,11,2,7,14,H
916,Portsmouth,Everton,17,15,20,19,16,14,D,L,L,D,L,W,6,12,9,7,2,7,2,3,1,0,5,11,3,7,19,7,16,A
2723,Chelsea,Aston Villa,12,12,3,8,14,13,W,D,W,W,W,W,14,20,12,10,9,13,8,5,0,0,5,7,5,6,2,6,7,H
2807,Tottenham,Everton,17,19,20,22,15,19,W,L,W,L,D,W,16,7,7,15,7,3,2,7,0,0,6,3,3,11,11,5,15,A
4277,QPR,Reading,7,12,18,18,3,5,L,D,L,D,D,L,4,14,18,15,3,6,8,9,1,0,2,5,8,6,17,19,10,D
6602,Watford,Man City,17,43,19,6,20,38,L,L,D,W,W,W,8,5,16,9,0,1,6,6,1,0,8,5,8,1,14,1,15,A
4627,Southampton,Swansea,5,8,2,9,11,7,W,W,D,L,W,D,12,12,10,15,3,7,3,7,0,0,8,6,4,7,15,10,7,H
6715,Liverpool,Bournemouth,56,37,15,44,62,33,D,D,W,L,W,W,11,10,9,12,6,3,2,7,0,0,5,7,7,3,4,11,26,H
1560,Middlesbrough,Arsenal,3,7,5,4,4,6,L,W,L,L,W,L,10,8,13,20,6,3,8,14,0,0,6,2,7,6,7,2,5,H
3969,Bolton,Newcastle,20,21,38,19,9,27,L,L,L,D,L,L,14,17,17,11,6,12,6,8,0,0,4,6,9,2,12,13,17,A
3025,Stoke,Wigan,35,33,51,43,42,42,W,L,L,L,L,D,10,13,13,11,2,7,5,4,0,0,3,7,5,3,19,14,37,H
3618,Chelsea,Aston Villa,33,20,15,34,34,20,W,L,D,L,L,W,12,10,9,26,7,4,4,15,0,0,6,6,6,8,1,6,20,D
321,Derby,Middlesbrough,30,31,53,39,29,39,L,L,W,D,W,L,2,12,8,5,1,4,3,3,0,0,3,8,9,2,16,14,33,A
2349,Derby,Bolton,4,7,15,11,4,3,W,L,L,L,L,W,10,8,8,13,3,3,3,7,0,0,5,2,5,11,19,7,7,D
5422,Man City,Norwich,24,14,8,21,22,9,D,W,W,L,L,L,6,15,16,18,1,11,3,6,0,0,4,1,13,7,2,19,11,H
5470,Bournemouth,Man United,18,20,30,10,13,29,W,D,D,D,D,W,15,19,21,10,5,10,1,2,0,0,4,10,6,8,19,4,16,H
3531,Tottenham,Sunderland,13,11,14,12,15,15,L,L,D,W,L,W,11,11,14,11,6,5,7,5,0,0,6,4,6,6,4,13,12,D
2364,Man City,Middlesbrough,11,9,6,13,16,8,W,D,W,L,D,L,16,11,13,16,12,5,5,5,0,0,3,2,6,7,14,12,9,H
3229,Stoke,Birmingham,15,19,22,18,21,28,L,L,D,D,W,W,7,13,2,13,3,5,1,6,0,0,6,4,4,6,11,19,19,A
1914,Charlton,Man United,1,5,3,1,0,3,L,M,M,W,M,M,4,0,15,0,2,0,7,0,1,0,0,0,5,0,13,2,2,A
501,Bolton,West Brom,12,9,22,20,9,10,D,L,D,L,L,D,15,11,5,7,8,7,4,5,1,0,7,5,5,5,16,19,13,D
749,Arsenal,Southampton,75,41,41,40,72,49,L,D,W,D,L,L,33,8,10,14,17,7,4,6,0,0,6,4,7,10,1,12,37,H
4288,Newcastle,West Ham,12,13,14,11,14,15,D,W,D,D,L,W,10,10,6,15,3,6,1,11,1,0,3,6,3,6,5,19,11,A
404,Everton,Birmingham,3,0,2,3,4,0,W,D,M,L,L,M,11,13,15,7,5,9,10,1,0,0,4,10,6,2,15,19,3,D
6011,Sunderland,Man United,24,48,56,24,20,60,L,L,L,W,W,D,9,15,9,18,4,3,3,9,1,0,4,6,1,5,17,4,32,A
6275,Tottenham,Southampton,34,18,18,25,34,19,W,L,W,D,L,L,18,7,12,6,8,2,6,2,0,0,4,1,9,4,2,9,20,H
3629,Wolves,Chelsea,20,36,34,18,18,35,L,W,L,D,W,L,15,7,15,12,10,3,10,7,0,0,10,8,9,6,15,1,21,H
2824,Sunderland,West Brom,13,12,25,28,15,12,L,L,L,D,L,L,2,14,14,17,2,9,8,9,0,0,1,5,3,8,15,19,17,H
5793,Sunderland,Arsenal,6,19,16,9,2,20,L,L,D,D,W,W,10,11,9,16,2,1,5,6,0,0,2,4,8,5,17,2,10,A
2359,Arsenal,Sunderland,16,7,4,11,19,8,W,W,W,D,W,L,16,15,11,14,12,9,6,8,0,0,14,5,2,9,4,19,8,H
1993,Newcastle,Charlton,7,6,13,15,7,4,L,L,L,D,L,L,13,10,16,10,4,3,8,3,0,0,4,3,9,6,7,13,10,D
5301,QPR,Newcastle,39,37,67,61,27,36,L,L,D,D,L,L,9,10,15,12,3,2,5,3,0,0,4,6,7,7,19,10,37,H
3975,West Brom,Man City,19,53,26,15,21,44,W,W,L,W,W,L,14,13,20,15,8,6,16,9,0,0,1,7,5,4,11,2,18,D
4428,Man City,Liverpool,45,42,19,30,52,35,D,W,W,D,W,L,15,20,10,17,7,11,5,10,0,0,10,1,6,10,1,9,25,D
4649,Tottenham,Hull,8,7,5,9,16,11,W,L,D,L,D,W,13,14,9,6,6,4,1,1,0,0,7,6,7,7,5,19,9,H
5136,Southampton,Arsenal,32,34,15,23,33,33,D,W,W,W,W,D,9,13,21,15,1,6,7,5,1,0,4,4,8,6,8,4,20,H
5874,Leicester,Everton,23,21,29,21,17,23,D,L,W,L,W,L,14,12,6,14,8,4,1,4,1,0,9,11,1,8,1,11,18,A
1346,Middlesbrough,Man United,34,31,24,13,35,40,W,L,W,W,W,W,17,9,15,14,11,6,7,7,0,0,8,3,9,9,11,3,21,A
3159,Chelsea,Wolves,28,11,8,18,27,10,W,W,L,D,D,D,27,26,11,8,17,15,7,4,0,0,10,8,3,8,3,19,12,H
2403,Man United,Blackburn,21,15,6,11,27,22,D,W,W,L,D,W,10,18,12,15,4,14,7,7,0,1,4,2,4,6,1,10,13,H
4832,Stoke,Arsenal,27,52,42,27,27,59,L,D,D,W,D,L,7,7,12,17,2,4,9,5,0,0,3,2,7,5,13,4,28,H
4572,Everton,West Brom,2,0,2,1,1,0,D,M,M,L,M,M,19,0,11,0,6,0,1,0,0,0,8,0,4,0,6,8,2,D
5102,Man City,Crystal Palace,33,19,14,24,36,15,W,W,W,D,D,L,9,19,10,16,4,3,3,4,0,0,2,11,9,12,1,11,17,H
5105,Tottenham,Burnley,20,11,22,24,24,15,W,D,L,W,L,D,10,14,7,15,4,3,2,3,0,0,9,2,2,11,6,19,17,H
1012,Man United,Leeds,49,23,23,50,56,20,L,W,W,W,L,L,23,19,20,7,13,9,8,4,0,0,10,7,4,10,1,15,26,D
1892,Blackburn,Man City,49,43,42,46,60,43,W,W,L,L,L,W,6,10,10,19,1,4,8,10,0,0,5,4,12,9,15,8,38,H
1759,Newcastle,Portsmouth,20,16,28,39,26,17,L,L,L,L,L,L,4,12,10,14,1,3,4,8,0,0,3,4,2,4,14,16,24,H
3652,Wigan,Aston Villa,19,25,37,39,22,25,L,D,D,W,D,L,3,8,10,13,1,5,8,3,1,0,1,3,2,7,16,6,24,A
1821,Sunderland,Blackburn,19,41,54,36,10,49,L,L,L,W,W,L,6,13,5,12,3,9,3,5,0,1,6,5,6,3,19,15,31,A
3746,Tottenham,Arsenal,47,63,39,31,54,63,D,W,D,D,W,D,16,9,12,16,9,8,6,7,0,0,7,10,10,4,4,3,33,D
4945,West Brom,Sunderland,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,1,D
1401,Blackburn,Norwich,21,26,36,49,25,20,L,L,L,W,L,D,6,11,13,11,3,2,7,6,0,0,10,4,3,3,15,19,27,H
40,Middlesbrough,West Ham,1,1,11,4,0,2,L,L,L,L,D,D,8,5,5,10,4,1,1,4,1,1,3,6,1,4,14,17,5,H
832,Newcastle,Southampton,8,8,10,4,6,12,W,L,D,L,W,W,14,5,10,12,9,4,6,10,0,1,8,4,4,7,3,8,8,H
5951,Crystal Palace,Middlesbrough,32,19,46,27,19,22,L,L,W,D,L,D,6,21,9,8,1,9,3,0,0,0,5,6,5,2,15,19,26,H
4489,West Brom,Arsenal,40,59,38,33,44,53,D,W,L,W,W,L,9,12,23,15,5,6,14,11,0,0,1,3,11,7,12,3,31,A
487,West Ham,Everton,10,13,16,15,11,14,W,W,L,W,L,W,6,7,10,8,4,1,6,4,0,0,6,4,8,1,7,15,11,A
2223,Newcastle,Arsenal,36,52,41,29,40,56,W,L,L,D,L,L,10,15,6,29,3,6,2,15,0,0,4,8,6,14,7,4,33,D
1515,Man City,Middlesbrough,46,52,38,45,51,54,W,W,D,W,D,D,10,13,16,6,4,7,8,3,0,0,2,7,4,4,16,11,38,D
1776,Blackburn,Sunderland,31,18,31,46,37,10,L,L,W,D,L,L,18,10,9,7,5,4,5,3,0,0,10,7,5,5,15,19,26,H
6821,Bournemouth,Tottenham,52,65,65,36,42,70,D,L,W,L,W,L,9,15,14,29,5,5,4,5,0,0,3,3,2,6,11,3,37,H
2809,Arsenal,Wigan,25,16,18,18,23,16,L,L,W,W,D,D,11,11,12,12,5,8,6,7,0,0,3,8,3,10,3,14,15,H
6224,Leicester,Burnley,19,14,20,11,17,25,W,D,L,W,L,W,7,7,10,8,4,2,4,2,0,0,4,5,6,5,12,16,15,H
5772,Chelsea,Leicester,12,8,9,11,13,8,W,L,L,D,L,W,22,9,9,10,9,2,1,3,0,0,7,1,3,6,10,1,8,H
496,Leeds,Everton,13,14,12,15,14,17,D,L,D,W,W,L,7,12,10,10,7,5,5,6,1,0,2,9,3,8,5,15,12,A
3000,Man City,Blackburn,53,37,45,55,44,37,W,W,L,W,L,L,16,18,14,3,10,11,8,1,0,0,3,3,3,6,9,7,35,H
5278,Leicester,Chelsea,35,65,51,26,31,77,W,W,W,D,W,W,8,18,7,7,4,6,3,2,0,0,4,6,2,3,19,3,34,A
2013,Middlesbrough,West Ham,9,9,16,14,11,11,L,L,W,W,W,L,5,4,11,9,2,0,5,5,0,0,4,1,8,5,14,9,12,H
3921,Chelsea,Wolves,25,13,17,20,22,11,L,W,L,L,W,L,18,12,4,13,5,8,1,12,0,0,6,8,1,5,3,17,13,H
3551,Birmingham,Chelsea,14,28,17,8,13,28,D,L,D,L,W,L,5,14,14,19,3,10,7,10,0,0,4,4,6,4,10,1,14,H
4956,Hull,Stoke,1,0,0,1,3,0,W,M,M,L,M,M,11,0,12,0,4,0,2,0,0,0,9,0,2,0,16,9,2,D
5075,West Brom,West Ham,13,21,18,16,13,21,L,L,L,W,L,D,9,5,12,14,1,1,3,3,0,0,4,0,6,5,17,13,14,A
4662,Crystal Palace,Everton,6,14,21,10,3,19,L,L,L,D,W,W,12,13,8,15,4,4,1,4,0,0,3,4,7,6,19,6,11,D
3303,Wigan,Tottenham,26,45,52,26,25,43,L,D,D,L,D,D,8,10,10,28,7,1,4,15,0,0,3,4,7,12,12,8,27,A
5371,Bournemouth,Sunderland,6,6,9,11,4,2,L,D,W,L,D,D,7,5,12,7,2,2,2,3,0,0,4,4,6,4,19,17,6,H
2457,Man United,Everton,30,31,8,16,39,30,W,W,W,W,W,D,5,23,12,15,3,12,8,11,0,0,3,9,2,12,1,6,18,H
1867,Arsenal,Tottenham,57,49,27,33,57,61,W,D,L,W,W,L,16,9,10,23,10,3,6,19,0,0,5,10,9,8,2,9,35,D
5778,Southampton,Burnley,7,5,6,9,9,7,D,W,W,L,W,L,11,18,10,13,5,9,1,4,0,0,6,2,2,7,6,19,8,H
3019,Wigan,Man United,32,65,41,23,42,83,L,D,L,W,W,W,11,16,15,13,4,7,7,4,0,0,3,9,8,3,14,1,36,A
1952,Liverpool,Tottenham,5,2,6,5,7,4,W,L,L,D,L,L,22,9,18,9,11,6,8,4,0,0,8,3,12,4,3,5,6,H
3001,Middlesbrough,Man United,25,63,49,23,31,80,L,D,W,W,W,W,5,18,13,21,4,14,4,14,0,0,1,9,3,6,13,1,35,A
