,H_name,A_name,H_GoalsScored,A_GoalsScored,H_GoalsConceded,A_GoalsConceded,H_Points,A_Points,H_Results1,H_Results2,H_Results3,A_Results1,A_Results2,A_Results3,H_Shots1,H_Shots2,A_Shots1,A_Shots2,H_ShotsTarget1,H_ShotsTarget2,A_ShotsTarget1,A_ShotsTarget2,H_Red1,A_Red1,H_Corners1,H_Corners2,A_Corners1,A_Corners2,H_LastPosition,A_LastPosition,MatchDay,Result
2652,Derby,Reading,20,37,85,66,11,33,L,L,L,L,D,L,6,12,13,7,3,10,6,2,0,0,1,5,10,5,19,8,38,A
1853,Fulham,Charlton,41,37,54,42,36,44,L,D,W,D,D,W,10,9,9,8,4,3,4,2,1,0,7,4,6,8,13,11,34,H
4696,Stoke,Cardiff,12,11,18,20,13,13,L,W,D,L,D,L,4,17,10,14,3,5,4,4,0,0,3,3,3,2,13,19,14,D
4658,Cardiff,Swansea,8,12,13,11,9,11,D,L,L,D,W,L,6,13,10,14,4,3,5,6,0,0,2,9,9,7,19,10,10,H
2839,Chelsea,West Brom,36,12,7,32,37,12,D,W,L,L,D,L,19,11,14,14,12,7,6,8,0,0,9,2,11,3,2,19,18,H
1618,Chelsea,Blackburn,23,7,3,10,27,11,W,W,W,L,W,W,17,7,4,20,8,5,1,11,0,1,5,2,2,11,1,15,10,H
6564,Newcastle,Watford,6,16,14,12,3,19,D,L,L,W,W,L,6,27,12,9,0,6,6,3,0,0,2,10,3,2,12,14,11,H
1367,Tottenham,Chelsea,29,43,21,8,33,55,D,W,D,W,W,W,7,14,14,8,5,12,10,7,0,0,2,6,4,2,13,2,23,A
6595,Newcastle,West Ham,11,14,16,22,12,12,W,W,W,L,D,W,17,18,9,12,3,6,1,5,0,0,5,7,8,6,12,13,14,A
5538,Stoke,Arsenal,24,37,22,21,32,43,W,L,W,D,W,W,14,10,14,16,4,3,5,3,0,0,7,6,3,7,9,3,22,D
1150,Birmingham,Chelsea,1,1,1,0,1,3,D,M,M,W,M,M,16,0,8,0,11,0,5,0,0,0,4,0,2,0,10,2,2,A
4461,QPR,Sunderland,21,31,44,38,20,30,W,L,L,D,L,L,5,12,12,10,3,5,6,6,0,0,3,2,7,5,17,14,29,H
2898,Chelsea,Hull,44,29,13,44,48,27,W,W,L,L,L,L,23,37,15,4,12,22,12,3,0,0,8,10,5,4,2,19,24,D
1840,Portsmouth,Blackburn,29,43,54,37,28,53,D,W,W,D,W,W,22,10,11,7,12,7,5,4,0,0,7,8,12,4,16,15,33,D
2027,Blackburn,Tottenham,10,9,16,14,12,15,L,L,L,L,W,D,9,5,9,8,4,3,3,3,0,0,6,3,2,7,6,5,13,D
4493,QPR,Wigan,28,37,51,57,23,31,L,L,W,D,W,W,19,18,16,13,11,11,10,6,0,0,6,6,10,10,17,15,32,D
4807,Swansea,Cardiff,29,19,35,41,24,21,L,W,L,W,L,L,20,14,14,7,0,7,5,1,0,0,11,5,7,5,10,19,25,H
6494,Leicester,Liverpool,5,7,3,0,6,9,W,W,L,W,W,W,8,6,22,16,5,2,8,6,0,0,3,1,8,7,9,4,4,A
1175,Tottenham,Birmingham,3,2,2,2,5,4,D,W,D,W,L,D,12,15,6,9,6,8,2,3,0,0,5,3,2,8,13,10,4,H
1739,Tottenham,Aston Villa,31,25,18,30,40,25,W,W,L,W,D,D,8,13,13,11,2,3,7,5,0,0,8,5,6,10,9,10,22,D
5528,Swansea,Sunderland,17,22,26,39,19,15,L,D,W,W,L,L,9,5,13,8,4,3,6,3,0,0,2,4,3,6,8,17,21,A
6487,Newcastle,Chelsea,1,6,2,2,1,6,D,L,M,W,W,M,12,15,24,13,6,2,11,4,1,0,5,3,5,5,12,5,3,A
3404,Liverpool,Chelsea,61,93,33,32,62,80,W,W,D,W,L,W,12,17,29,9,10,8,18,6,0,0,5,9,7,4,2,3,37,A
5651,Bournemouth,Liverpool,40,56,55,43,41,54,W,L,L,W,W,W,12,11,37,19,3,2,13,6,0,0,8,4,9,4,19,6,34,A
2987,Chelsea,Everton,55,47,20,34,67,52,W,W,L,D,W,L,20,16,10,14,9,10,6,10,0,0,8,6,7,1,2,5,33,D
6822,Cardiff,Crystal Palace,30,43,66,48,31,43,L,L,W,D,W,L,13,7,8,16,8,2,0,7,0,0,3,5,5,3,19,10,37,A
721,Blackburn,Bolton,44,37,40,48,52,38,L,W,W,W,L,W,6,11,19,7,1,6,9,2,0,0,3,9,8,1,10,16,35,D
2626,Wigan,Tottenham,31,63,48,57,35,41,D,W,L,D,D,L,6,15,12,11,5,8,9,8,0,0,3,2,2,1,18,5,35,D
4381,Tottenham,Reading,36,22,26,37,36,13,W,W,D,W,D,L,18,20,3,3,14,16,2,2,0,0,8,16,2,6,4,19,21,H
4941,Leicester,Everton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,1,D
1508,Man United,Chelsea,55,68,22,13,74,91,D,W,W,W,W,W,27,18,15,8,14,12,6,5,0,0,12,7,2,2,3,2,37,A
3616,West Brom,Man United,25,41,34,18,22,41,L,L,L,W,D,W,21,15,5,10,11,9,3,4,1,0,8,7,5,4,19,2,20,A
5251,Southampton,Hull,42,29,22,43,53,28,L,W,D,L,L,D,11,20,10,19,2,3,1,8,0,1,10,10,7,6,8,16,32,H
5254,Tottenham,Aston Villa,50,20,45,42,54,28,D,W,L,L,L,W,12,10,4,12,2,4,2,3,0,0,3,4,2,4,6,14,32,A
5731,Bournemouth,West Brom,2,2,5,2,1,4,D,L,L,D,L,W,10,8,13,11,3,5,2,4,0,0,4,6,5,7,16,14,4,H
2878,Sunderland,Fulham,22,19,30,18,23,26,D,L,D,L,L,D,10,8,15,9,5,5,8,5,0,0,7,2,1,3,15,17,22,H
3667,Newcastle,Arsenal,36,50,34,23,30,49,L,D,D,W,W,W,4,13,19,23,3,6,10,15,0,0,7,1,5,8,19,3,25,D
4081,Wigan,West Brom,24,34,53,37,21,35,D,L,D,L,W,W,18,14,6,19,9,8,3,11,0,1,5,8,5,14,16,11,29,D
3112,Chelsea,Liverpool,16,22,6,10,18,15,L,W,W,W,W,W,14,25,22,19,8,15,14,15,1,0,7,11,13,4,3,2,8,H
564,West Brom,Sunderland,13,10,27,24,15,17,L,L,W,W,L,L,13,13,7,8,3,7,3,6,0,0,2,3,9,10,19,17,19,D
6714,Huddersfield,Arsenal,13,51,46,36,11,47,L,L,L,L,W,W,5,10,4,15,2,2,2,4,0,0,2,3,2,4,16,6,26,A
2830,Bolton,Portsmouth,20,19,23,26,20,23,L,L,W,L,D,W,9,21,18,6,5,11,6,3,0,0,3,10,8,5,16,8,18,H
430,Chelsea,Newcastle,10,6,8,8,9,4,W,D,D,L,L,D,14,8,5,22,9,2,0,11,0,0,4,6,4,10,6,4,6,H
2184,Watford,Charlton,16,24,41,47,19,23,L,D,W,W,L,L,11,10,12,8,3,6,5,2,0,0,5,8,7,3,19,13,29,D
6286,Watford,Swansea,29,11,35,31,25,13,W,L,L,L,D,L,11,13,7,7,1,1,4,2,0,0,8,4,2,6,17,15,21,A
2464,Sunderland,Man United,17,32,34,9,14,42,L,D,L,W,W,W,8,9,18,5,4,7,11,3,0,0,2,5,8,3,19,1,19,A
3484,West Brom,Bolton,8,9,11,10,10,7,W,W,D,D,D,L,7,16,15,13,5,10,9,7,0,0,4,5,7,4,19,14,7,D
4530,Swansea,Man City,43,61,44,31,43,72,D,L,D,D,W,L,7,11,12,16,1,8,8,10,0,0,4,3,4,9,11,1,36,D
6738,Southampton,Fulham,28,26,46,61,24,17,L,L,D,L,L,L,10,14,8,15,4,7,5,3,0,0,4,8,0,5,17,19,28,H
2913,Middlesbrough,Wigan,18,26,36,24,22,34,L,D,L,D,D,D,7,7,10,9,4,4,3,4,0,0,3,3,4,2,13,14,26,D
490,Liverpool,West Ham,22,10,9,17,27,11,W,W,W,L,W,W,9,13,16,6,5,6,9,4,0,0,5,9,5,6,2,7,12,H
5028,Tottenham,Newcastle,10,8,11,14,11,7,L,W,D,W,D,L,19,9,19,9,7,4,6,4,1,0,4,10,10,1,6,10,9,A
6644,Leicester,Man City,22,50,21,13,25,44,W,L,L,L,W,L,8,12,19,13,3,2,5,5,0,0,5,4,13,6,9,1,19,H
6114,Man City,Liverpool,5,8,2,3,7,7,W,D,W,W,W,D,19,19,18,23,8,6,10,13,1,0,5,7,4,4,3,4,4,H
5015,Newcastle,Leicester,7,11,14,12,4,9,D,L,D,D,L,W,9,16,15,7,4,1,6,1,0,0,1,10,9,6,10,19,8,H
4691,Arsenal,Hull,27,12,10,16,31,17,W,W,L,W,L,L,15,9,12,15,6,4,4,2,0,0,3,5,2,11,4,19,14,H
4282,Reading,Norwich,12,8,18,18,6,10,D,D,D,W,D,W,7,18,12,14,3,8,8,6,0,0,10,8,9,8,19,10,11,D
468,Blackburn,Newcastle,10,12,8,9,12,13,W,W,D,W,W,W,10,11,14,13,5,7,8,6,0,0,2,7,11,10,10,4,9,H
236,Ipswich,Fulham,31,23,33,23,24,31,W,W,L,L,D,W,13,8,7,9,5,5,3,2,0,0,3,5,5,2,5,19,24,H
479,Arsenal,Blackburn,24,11,9,10,23,12,W,W,W,L,W,W,9,7,12,10,5,6,7,5,0,0,15,4,6,2,1,10,10,A
6732,Newcastle,Burnley,24,31,34,48,28,30,W,D,L,W,W,D,29,9,10,9,12,3,4,5,0,0,12,1,7,3,12,7,28,H
6711,Brighton,Burnley,27,26,36,46,27,24,D,L,L,D,D,D,21,15,15,6,4,6,6,4,0,0,7,1,4,3,15,7,26,A
5550,Arsenal,Southampton,37,32,22,24,44,33,L,D,D,W,W,W,9,8,7,9,1,3,2,5,1,0,6,6,4,1,3,7,24,D
1772,Man City,Charlton,33,32,28,37,34,33,L,W,L,L,W,L,7,14,12,6,3,8,7,2,1,0,5,3,1,1,8,11,26,H
4933,Liverpool,Newcastle,99,42,49,57,81,49,D,L,W,W,L,L,26,26,22,8,9,8,6,3,0,0,7,14,10,0,7,16,38,H
526,Sunderland,Birmingham,8,14,16,18,14,16,D,W,D,D,L,W,0,13,11,7,0,5,6,2,0,0,0,4,9,3,17,19,15,A
4891,West Brom,Tottenham,40,45,51,45,33,59,D,W,D,W,L,W,6,8,29,15,5,5,11,4,0,0,2,3,8,7,8,5,34,D
4825,Liverpool,Swansea,66,33,32,36,53,28,W,W,D,D,W,L,21,22,13,17,7,12,3,6,0,0,5,6,5,5,7,10,27,H
1830,Bolton,Man United,43,62,35,29,48,69,L,L,L,W,W,W,8,7,23,8,1,2,13,5,0,0,2,3,3,2,6,3,32,A
1419,Fulham,Charlton,33,32,46,38,29,39,L,L,D,D,D,L,8,6,5,8,5,2,2,2,0,0,2,3,1,2,9,8,28,D
3525,Man United,Wolves,22,10,12,16,20,9,W,W,D,W,L,D,18,12,10,12,10,5,6,9,0,0,1,6,5,8,2,15,11,H
4639,Crystal Palace,Fulham,5,5,13,9,3,7,L,L,L,W,L,L,11,8,9,9,2,0,2,5,0,0,3,2,7,11,19,12,8,A
3602,Stoke,Fulham,23,17,22,23,24,16,W,L,D,L,D,L,11,16,13,14,9,5,6,13,0,0,3,10,8,4,11,12,19,A
3519,Blackpool,West Brom,13,13,20,15,10,15,L,L,W,W,D,D,14,16,14,7,6,5,7,2,0,0,10,3,7,2,19,19,10,H
4440,Liverpool,Swansea,44,38,34,29,36,37,L,D,D,W,L,D,23,21,13,11,14,12,12,7,0,0,13,10,5,3,9,11,27,H
4465,Newcastle,Stoke,38,26,49,33,30,33,L,W,L,L,L,W,14,11,10,7,7,5,2,2,0,0,7,7,4,4,5,13,29,H
6217,Everton,West Ham,13,12,28,26,12,10,L,D,W,D,L,L,5,8,8,10,2,5,4,6,0,0,2,4,5,1,7,11,14,H
6282,Huddersfield,Burnley,18,18,32,17,23,33,D,D,W,D,L,D,18,10,3,5,8,3,2,2,0,0,8,1,2,4,19,16,21,D
56,Leeds,Derby,6,5,1,7,11,5,W,D,D,L,D,D,20,11,15,6,9,6,9,3,0,0,9,7,8,3,4,16,6,H
1597,Liverpool,Blackburn,5,5,6,9,10,8,W,L,D,W,L,D,19,11,10,17,5,5,10,10,0,0,9,4,1,7,5,15,8,H
2795,Stoke,West Brom,13,10,24,24,14,11,L,D,W,L,L,D,3,2,13,4,1,1,3,2,0,0,0,3,3,7,19,19,14,H
2873,West Brom,Middlesbrough,17,18,37,30,18,21,L,W,L,D,L,L,9,17,9,7,6,11,3,2,0,0,7,8,2,4,19,13,22,H
4887,Fulham,Norwich,31,26,73,51,24,32,L,L,W,L,W,L,23,6,8,14,8,0,4,8,0,0,5,2,4,8,12,11,33,H
6077,Southampton,Stoke,41,40,47,56,46,41,D,W,L,L,D,D,17,14,10,14,6,4,4,3,0,0,7,3,7,7,6,9,38,A
5966,Tottenham,Everton,50,42,18,27,53,44,W,L,W,W,D,W,21,7,20,7,9,2,8,3,0,0,8,3,10,2,3,11,27,H
4573,Fulham,Arsenal,1,1,0,3,3,0,W,M,M,L,M,M,5,0,16,0,1,0,4,0,0,1,1,0,4,0,12,4,2,A
507,Sunderland,Tottenham,6,17,16,16,10,20,D,D,L,D,L,W,9,8,15,10,7,4,7,8,0,0,8,2,8,7,17,9,13,H
4739,West Ham,Arsenal,14,33,22,17,14,36,L,D,L,D,L,D,4,11,7,12,1,2,2,6,0,0,2,2,8,8,9,4,18,A
6430,Swansea,Chelsea,27,60,52,34,33,66,L,L,D,W,W,W,10,4,11,16,3,1,3,5,0,0,1,1,2,2,15,1,36,A
1708,Man United,Bolton,34,23,14,18,40,31,W,W,W,L,D,W,17,17,4,8,9,10,2,1,0,0,8,6,1,4,3,6,19,H
3737,Liverpool,Man City,42,50,38,27,45,56,L,W,W,W,L,W,13,10,14,5,9,4,12,2,0,0,5,6,6,1,7,5,32,H
3400,Portsmouth,Wolves,31,29,64,52,25,35,D,L,D,D,D,D,13,16,14,5,6,12,5,1,0,0,5,7,4,9,15,19,37,H
3614,Sunderland,Blackburn,21,23,20,30,27,22,L,W,D,L,D,L,6,13,12,13,2,5,8,5,0,0,3,2,5,9,13,9,20,H
2671,Fulham,Arsenal,1,1,2,0,0,3,L,M,M,W,M,M,12,0,24,0,6,0,14,0,0,0,6,0,7,0,17,3,2,H
5821,Chelsea,Tottenham,27,18,9,8,28,24,W,W,W,W,D,D,13,21,14,10,3,9,6,3,0,0,3,4,4,2,10,3,13,H
6031,Crystal Palace,Tottenham,46,69,53,22,38,74,W,D,W,W,W,W,7,15,18,24,3,4,4,14,0,0,3,8,11,13,15,3,34,A
2858,Arsenal,Bolton,32,22,23,27,32,23,D,D,D,L,W,L,8,6,4,19,6,3,2,10,0,0,6,2,3,6,3,16,20,H
1968,Watford,Fulham,4,5,7,9,3,8,D,D,L,L,D,W,10,12,7,8,4,5,4,3,0,0,3,7,5,2,19,12,7,D
6698,Southampton,Crystal Palace,25,23,40,32,22,22,W,W,D,L,L,W,11,8,9,15,4,3,3,6,0,0,7,3,3,7,17,10,24,D
2978,Man City,Fulham,46,30,39,27,38,40,L,W,L,L,W,W,9,18,3,15,4,10,1,6,0,0,2,7,3,3,9,17,32,A
4792,Fulham,Southampton,22,31,50,27,19,32,L,L,L,D,D,W,15,8,13,17,4,2,5,8,0,0,8,4,7,7,12,15,24,A
6202,Liverpool,Chelsea,24,23,17,10,22,25,W,W,W,W,W,W,21,15,11,18,8,7,7,8,0,0,10,3,4,4,4,1,13,D
6276,Watford,Leicester,27,29,34,28,22,27,L,L,L,D,L,W,13,13,11,11,1,3,3,2,0,1,4,8,4,6,17,12,20,H
1748,Arsenal,West Ham,34,29,16,31,37,29,L,W,D,W,L,L,14,24,10,6,5,17,7,3,1,0,6,4,10,2,2,19,23,A
4364,QPR,West Brom,15,26,31,22,10,30,L,W,D,W,D,L,5,19,12,19,4,9,8,10,0,0,3,3,6,8,17,12,19,A
1487,Birmingham,Blackburn,35,29,42,37,38,40,L,D,D,D,W,W,5,9,11,18,1,4,5,7,0,0,3,7,6,11,10,15,35,H
1179,Aston Villa,Chelsea,3,4,4,0,4,9,L,D,W,W,W,W,9,9,16,7,4,4,10,3,0,0,12,4,6,2,5,2,4,D
3536,Newcastle,Blackburn,20,11,14,13,17,12,W,W,W,W,L,L,7,16,10,13,2,12,3,6,0,0,2,8,3,4,19,9,12,A
3329,Sunderland,Man City,36,53,44,36,30,50,W,D,L,D,W,D,12,12,13,8,7,5,9,6,0,0,2,2,7,2,16,10,29,D
5377,Liverpool,Norwich,3,8,6,9,7,7,L,L,D,W,L,D,8,13,12,6,4,1,4,1,0,0,4,5,4,4,6,19,6,D
1129,Southampton,Newcastle,40,48,40,36,46,54,D,L,L,D,L,W,18,5,19,7,10,3,8,6,0,0,4,3,13,5,8,3,37,D
4844,Hull,Man City,30,76,35,27,30,63,L,W,L,W,W,W,13,12,22,8,3,6,12,3,0,0,6,2,13,4,19,2,29,A
2112,Newcastle,Man United,21,47,26,13,25,53,L,L,W,W,W,W,7,10,28,17,3,5,12,8,0,0,12,2,13,8,7,2,22,D
2172,Middlesbrough,Reading,30,41,33,34,32,43,L,D,D,W,W,W,3,3,12,7,0,1,9,3,0,0,1,3,12,6,14,19,28,H
6478,Man City,Huddersfield,2,0,0,3,3,0,W,M,M,L,M,M,17,0,6,0,8,0,1,0,0,0,9,0,2,0,1,16,2,H
2216,Reading,Liverpool,43,48,39,21,44,57,L,D,L,W,D,L,6,5,12,7,3,0,7,3,0,0,7,10,2,6,19,3,32,A
1144,Middlesbrough,Newcastle,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,D
678,Tottenham,Liverpool,41,41,40,28,43,46,L,D,W,W,L,D,9,15,9,14,3,10,3,9,0,0,3,5,3,6,9,2,30,A
537,Newcastle,Everton,25,18,23,15,25,29,W,L,W,W,W,W,24,10,17,9,15,7,9,6,0,0,11,1,10,4,4,15,16,H
6109,West Brom,Stoke,2,1,0,1,6,3,W,W,M,W,L,M,8,16,11,9,1,6,4,1,1,0,5,8,2,7,10,13,3,D
1138,Portsmouth,Middlesbrough,42,43,53,47,42,48,L,D,D,W,L,L,14,11,12,12,7,6,7,6,0,0,3,5,5,3,19,12,38,H
5505,Watford,Tottenham,23,31,18,14,29,32,D,W,W,W,W,L,12,6,15,13,3,5,10,6,0,0,4,7,9,7,19,5,19,A
946,Wolves,Leeds,16,17,39,37,14,17,W,L,L,D,D,W,11,5,6,6,4,1,3,4,0,0,6,3,7,5,19,15,19,H
5565,Stoke,Everton,24,43,28,34,33,32,L,L,D,W,L,D,10,3,18,20,0,2,7,2,0,0,5,4,3,7,9,11,25,A
5815,Sunderland,Hull,9,10,21,24,5,10,W,L,L,W,L,L,9,3,6,8,4,1,2,2,1,0,2,0,1,2,17,19,12,H
1317,Liverpool,Newcastle,25,28,19,32,25,21,D,L,D,D,L,D,12,16,15,9,7,5,2,5,0,0,6,7,6,2,4,6,18,H
452,Everton,Fulham,9,12,11,8,8,11,L,W,L,L,D,W,14,13,12,8,7,8,6,3,0,0,5,10,4,5,15,13,8,H
1386,Blackburn,Chelsea,21,48,34,8,25,61,L,W,W,W,W,W,9,14,14,12,4,6,9,5,0,0,7,6,2,7,15,2,25,A
5242,Leicester,West Ham,29,40,49,37,22,42,W,L,D,W,L,L,20,14,15,7,7,5,4,1,0,0,7,4,6,5,19,13,31,H
456,Tottenham,Middlesbrough,11,8,9,5,13,11,L,W,L,W,L,W,10,12,9,10,5,3,4,5,0,0,5,5,6,4,9,11,8,A
2118,Blackburn,Arsenal,24,37,29,19,28,36,W,W,W,L,W,W,8,14,9,16,5,7,4,8,0,0,5,6,9,5,6,4,22,A
677,Man City,Birmingham,39,27,44,41,38,32,L,L,D,W,W,L,12,18,5,5,6,12,3,2,0,0,4,14,3,2,19,19,30,H
3903,Man United,Sunderland,27,14,12,12,23,10,W,L,D,D,W,L,7,12,13,18,6,8,8,10,0,0,1,7,5,11,1,10,11,H
465,Fulham,Charlton,13,7,8,13,14,7,W,L,D,L,D,L,9,12,7,6,5,6,3,5,0,0,4,4,3,3,13,14,9,H
2780,Blackburn,Sunderland,13,10,22,18,13,12,L,D,L,L,L,L,8,9,9,1,3,5,6,0,0,0,5,3,8,0,7,15,13,A
2014,Portsmouth,Fulham,16,12,9,15,19,16,L,W,L,W,L,D,8,18,5,4,5,12,3,1,0,0,5,5,4,5,17,12,12,D
3430,Arsenal,Blackpool,1,4,1,0,1,3,D,M,M,W,M,M,14,0,9,0,7,0,7,0,1,0,11,0,4,0,3,19,2,H
1924,Wigan,Reading,2,4,2,4,3,3,W,L,M,L,W,M,15,14,5,14,5,9,3,9,0,1,4,11,7,8,10,19,3,H
977,Newcastle,Fulham,27,33,22,29,30,31,D,W,L,W,L,L,7,13,14,9,3,6,10,4,0,0,3,5,5,1,3,13,22,H
5643,Crystal Palace,Everton,35,52,42,43,37,40,W,D,L,D,D,L,13,12,9,12,6,5,5,7,0,1,10,5,7,6,10,11,33,D
480,Birmingham,Man City,11,7,12,17,12,8,D,W,L,L,L,L,7,10,11,11,1,4,8,4,1,0,2,2,3,5,19,19,11,A
5818,Middlesbrough,Chelsea,10,26,12,9,11,25,D,W,D,W,W,W,5,10,21,13,3,3,9,7,0,0,2,4,4,3,19,10,12,A
4660,Aston Villa,Cardiff,9,9,12,13,11,12,D,L,L,W,D,L,8,14,9,6,2,3,3,4,0,0,1,8,6,2,14,19,11,H
5585,West Ham,Sunderland,40,32,31,50,40,23,D,L,W,W,D,L,11,18,21,7,6,2,5,2,0,0,3,5,6,2,12,17,27,H
6662,Everton,Leicester,31,24,30,23,27,28,L,W,L,L,W,W,13,13,16,10,4,6,7,5,0,0,6,7,10,3,8,9,21,A
5451,Bournemouth,Everton,14,24,27,16,9,20,D,L,L,W,D,W,16,20,16,13,4,5,9,4,0,0,5,16,2,5,19,11,14,D
872,Bolton,Southampton,9,10,19,7,11,16,W,L,L,L,W,D,25,16,8,22,15,7,5,15,0,0,5,7,4,5,17,8,12,D
6213,West Brom,Newcastle,10,11,19,17,11,14,D,L,L,L,L,L,5,7,12,12,2,2,2,5,0,0,0,3,6,4,10,19,14,D
758,Tottenham,Blackburn,51,48,58,43,50,57,L,L,W,D,W,D,6,6,13,10,4,3,7,5,1,0,3,5,7,6,9,10,38,A
3700,Fulham,Blackburn,29,35,29,46,32,32,D,D,D,L,D,L,11,12,5,4,5,8,2,0,0,1,1,4,2,2,12,9,29,H
1358,Man United,Tottenham,33,29,13,21,43,32,W,W,W,W,D,W,13,15,14,17,7,7,12,14,0,0,4,9,6,5,3,13,22,D
1884,Sunderland,Arsenal,23,61,66,28,12,61,L,L,L,W,D,W,7,7,7,9,2,6,4,6,0,0,5,5,3,5,19,2,37,A
5514,Sunderland,Aston Villa,19,15,38,34,12,8,L,L,L,L,D,D,8,11,6,5,3,3,3,8,0,0,6,1,7,9,17,16,20,H
6271,Chelsea,Brighton,32,15,14,23,39,21,D,W,W,W,D,L,25,24,14,12,8,8,3,2,0,0,7,8,6,8,1,19,20,H
3701,Man City,Wigan,44,27,25,49,50,27,D,L,W,L,D,W,14,13,10,8,4,8,4,2,0,0,10,7,8,5,5,16,29,H
4968,Leicester,Arsenal,2,4,4,3,1,4,L,D,M,D,W,M,6,11,13,14,4,3,3,6,0,0,7,3,3,9,19,4,3,D
3727,Man City,Sunderland,45,33,27,37,53,38,L,W,D,L,D,L,5,7,3,6,2,3,1,3,0,1,1,4,3,6,5,13,31,H
2977,Aston Villa,Everton,45,44,39,31,52,51,L,L,L,W,L,W,8,6,14,5,8,4,10,2,0,0,4,6,1,4,6,5,32,D
5656,Man United,Crystal Palace,40,35,30,42,56,38,W,L,W,D,W,D,13,5,18,13,4,1,6,6,0,0,14,7,10,10,4,10,34,H
3533,Chelsea,Fulham,27,13,5,12,25,13,L,W,W,D,W,L,11,16,14,15,7,9,10,9,0,0,5,5,3,7,1,12,12,H
2894,Stoke,Man City,20,41,38,32,21,28,L,L,D,L,W,W,6,4,17,14,3,1,7,7,0,0,4,4,6,7,19,9,24,H
3948,Chelsea,Man City,31,48,17,13,28,38,W,W,L,W,D,W,21,17,21,7,13,11,16,3,0,0,5,9,12,5,3,2,15,H
800,Bolton,Middlesbrough,2,4,10,10,2,1,D,L,D,L,D,L,13,13,27,13,9,4,16,3,0,0,12,4,6,4,17,12,5,H
29,Leicester,Ipswich,0,3,9,2,0,3,L,L,M,W,L,M,2,6,30,10,0,1,18,4,1,0,0,3,19,1,13,5,3,D
5096,West Brom,Aston Villa,14,10,20,19,14,19,D,L,L,W,W,D,6,23,16,5,3,5,7,3,0,0,2,7,5,2,17,14,16,H
921,Bolton,Arsenal,16,30,22,11,21,38,W,L,W,W,D,D,4,10,11,8,2,5,7,5,0,0,3,2,5,5,17,2,17,D
81,Derby,Charlton,6,8,15,8,5,10,L,L,L,D,D,W,8,7,11,8,6,5,7,4,0,0,2,2,5,13,16,9,9,D
6212,Watford,Man United,22,28,21,6,21,29,W,W,L,W,W,L,12,17,15,16,4,7,4,7,0,0,3,3,5,11,17,6,14,A
2497,Bolton,Blackburn,23,28,32,28,20,33,W,L,L,W,W,D,12,5,8,23,5,3,3,18,0,0,11,6,7,7,7,10,22,A
2083,Man City,Bolton,15,20,22,15,20,30,L,L,D,W,W,L,10,15,7,17,4,7,3,10,0,0,6,4,2,4,15,8,19,A
6243,Liverpool,West Brom,34,12,20,22,30,13,D,W,W,L,D,D,23,12,7,20,3,6,1,6,0,0,12,2,3,3,4,10,17,D
6228,Bournemouth,Southampton,12,14,16,17,14,16,L,D,W,L,W,L,10,9,7,17,2,5,2,5,0,0,4,5,5,7,8,9,15,D
6540,Bournemouth,Southampton,16,6,12,14,16,5,W,W,L,L,L,L,10,11,15,17,7,5,6,6,0,0,7,3,4,6,11,17,9,D
5116,Man United,Newcastle,30,18,18,23,32,23,D,W,W,L,L,W,16,11,15,10,9,6,7,4,0,0,9,2,7,6,7,10,18,H
6197,West Brom,Chelsea,9,19,14,10,10,22,L,L,L,W,W,W,9,6,18,18,3,4,8,5,0,0,5,1,4,5,10,1,12,A
4834,Swansea,Crystal Palace,36,19,40,37,28,27,L,D,W,D,L,W,14,13,7,15,5,3,4,6,0,0,5,5,4,6,10,19,28,D
6264,Leicester,Man United,27,39,26,12,26,41,L,W,W,W,W,L,11,16,8,9,2,11,3,2,1,0,6,9,3,4,12,6,19,D
3478,Newcastle,Stoke,8,5,6,8,7,4,W,L,D,D,W,L,9,16,9,20,4,13,3,12,0,0,6,3,6,8,19,11,6,A
2591,Bolton,Arsenal,28,59,45,24,26,67,D,L,L,L,D,D,17,14,7,17,7,10,5,9,0,0,12,3,2,11,7,4,32,A
4084,Blackburn,Sunderland,40,36,60,31,25,37,W,D,L,W,D,L,12,15,6,7,8,9,1,6,0,0,4,4,3,4,15,10,29,H
4310,Sunderland,QPR,12,10,16,26,13,4,D,L,W,L,L,L,13,19,10,13,8,12,6,7,0,0,5,7,7,4,14,17,14,D
5670,Watford,Aston Villa,36,25,42,69,44,16,W,L,W,L,L,L,18,7,16,7,6,4,7,1,0,0,8,2,6,3,19,16,36,H
5833,Sunderland,Leicester,12,16,23,22,8,13,L,W,W,D,L,L,6,11,11,10,1,4,3,2,0,0,4,2,2,6,17,1,14,H
6722,West Ham,Fulham,32,25,39,58,33,17,D,D,L,L,L,W,6,13,15,8,4,2,3,0,0,0,4,2,5,1,13,19,27,H
4451,Everton,Reading,41,33,34,51,42,23,L,L,D,L,L,W,11,9,7,5,5,8,1,4,0,1,5,6,2,3,7,19,28,H
3064,West Ham,Tottenham,3,7,2,2,3,6,L,W,M,W,W,M,17,16,18,17,8,13,12,11,0,0,4,6,5,6,9,8,3,A
